,sent_id,file_id,cpt,category,hotel_id
10_11,11,10,1,reception,327
10_12,12,10,1,reception,327
10_13,13,10,1,reception,327
10_14,14,10,1,reception,327
10_15,15,10,1,reception,327
10_16,16,10,1,reception,327
10_17,17,10,1,reception,327
10_18,18,10,1,reception,327
10_19,19,10,1,reception,327
11_0,0,11,0,pool,327
11_1,1,11,0,pool,327
11_2,2,11,0,pool,327
11_3,3,11,0,pool,327
11_4,4,11,0,pool,327
11_5,5,11,0,pool,327
11_6,6,11,0,pool,327
11_7,7,11,0,pool,327
11_8,8,11,0,pool,327
11_9,9,11,0,pool,327
11_10,10,11,1,pool,327
11_11,11,11,1,pool,327
11_12,12,11,1,pool,327
11_13,13,11,1,pool,327
11_14,14,11,1,pool,327
11_15,15,11,1,pool,327
11_16,16,11,1,pool,327
11_17,17,11,1,pool,327
11_18,18,11,1,pool,327
11_19,19,11,1,pool,327
12_0,0,12,0,renovation_room,327
12_1,1,12,0,renovation_room,327
12_2,2,12,0,renovation_room,327
12_3,3,12,0,renovation_room,327
12_4,4,12,0,renovation_room,327
12_5,5,12,0,renovation_room,327
12_6,6,12,0,renovation_room,327
12_7,7,12,0,renovation_room,327
12_8,8,12,0,renovation_room,327
12_9,9,12,0,renovation_room,327
13_0,0,13,0,restaurant,327
13_1,1,13,0,restaurant,327
13_2,2,13,0,restaurant,327
13_3,3,13,0,restaurant,327
13_4,4,13,0,restaurant,327
13_5,5,13,0,restaurant,327
13_6,6,13,0,restaurant,327
13_7,7,13,0,restaurant,327
13_8,8,13,0,restaurant,327
13_9,9,13,0,restaurant,327
13_10,10,13,1,restaurant,327
13_11,11,13,1,restaurant,327
13_12,12,13,1,restaurant,327
13_13,13,13,1,restaurant,327
13_14,14,13,1,restaurant,327
13_15,15,13,1,restaurant,327
13_16,16,13,1,restaurant,327
13_17,17,13,1,restaurant,327
13_18,18,13,1,restaurant,327
13_19,19,13,1,restaurant,327
14_0,0,14,0,room,327
14_1,1,14,0,room,327
14_2,2,14,0,room,327
14_3,3,14,0,room,327
14_4,4,14,0,room,327
14_5,5,14,0,room,327
14_6,6,14,0,room,327
14_7,7,14,0,room,327
14_8,8,14,0,room,327
14_9,9,14,0,room,327
14_10,10,14,1,room,327
14_11,11,14,1,room,327
14_12,12,14,1,room,327
14_13,13,14,1,room,327
14_14,14,14,1,room,327
14_15,15,14,1,room,327
14_16,16,14,1,room,327
14_17,17,14,1,room,327
14_18,18,14,1,room,327
14_19,19,14,1,room,327
14_20,20,14,2,room,327
14_21,21,14,2,room,327
14_22,22,14,2,room,327
14_23,23,14,2,room,327
14_24,24,14,2,room,327
15_0,0,15,0,facility,401
15_1,1,15,0,facility,401
15_2,2,15,0,facility,401
15_3,3,15,0,facility,401
15_4,4,15,0,facility,401
15_5,5,15,0,facility,401
15_6,6,15,0,facility,401
15_7,7,15,0,facility,401
15_8,8,15,0,facility,401
15_9,9,15,0,facility,401
15_10,10,15,1,facility,401
15_11,11,15,1,facility,401
15_12,12,15,1,facility,401
15_13,13,15,1,facility,401
15_14,14,15,1,facility,401
15_15,15,15,1,facility,401
15_16,16,15,1,facility,401
15_17,17,15,1,facility,401
15_18,18,15,1,facility,401
15_19,19,15,1,facility,401
16_0,0,16,0,reception,401
16_1,1,16,0,reception,401
16_2,2,16,0,reception,401
16_3,3,16,0,reception,401
16_4,4,16,0,reception,401
16_5,5,16,0,reception,401
16_6,6,16,0,reception,401
16_7,7,16,0,reception,401
16_8,8,16,0,reception,401
16_10,10,16,1,reception,401
16_11,11,16,1,reception,401
16_12,12,16,1,reception,401
16_13,13,16,1,reception,401
16_14,14,16,1,reception,401
16_15,15,16,1,reception,401
16_16,16,16,1,reception,401
16_17,17,16,1,reception,401
16_18,18,16,1,reception,401
16_19,19,16,1,reception,401
17_0,0,17,0,pool,401
17_1,1,17,0,pool,401
17_2,2,17,0,pool,401
17_3,3,17,0,pool,401
17_4,4,17,0,pool,401
17_5,5,17,0,pool,401
17_6,6,17,0,pool,401
17_7,7,17,0,pool,401
17_8,8,17,0,pool,401
17_9,9,17,0,pool,401
17_10,10,17,1,pool,401
17_11,11,17,1,pool,401
17_12,12,17,1,pool,401
17_13,13,17,1,pool,401
17_14,14,17,1,pool,401
17_15,15,17,1,pool,401
17_16,16,17,1,pool,401
17_17,17,17,1,pool,401
17_18,18,17,1,pool,401
17_19,19,17,1,pool,401
18_0,0,18,0,renovation_room,401
18_1,1,18,0,renovation_room,401
18_2,2,18,0,renovation_room,401
18_3,3,18,0,renovation_room,401
18_4,4,18,0,renovation_room,401
18_5,5,18,0,renovation_room,401
18_6,6,18,0,renovation_room,401
18_7,7,18,0,renovation_room,401
18_8,8,18,0,renovation_room,401
18_9,9,18,0,renovation_room,401
18_10,10,18,1,renovation_room,401
18_11,11,18,1,renovation_room,401
18_12,12,18,1,renovation_room,401
18_13,13,18,1,renovation_room,401
18_14,14,18,1,renovation_room,401
18_15,15,18,1,renovation_room,401
18_16,16,18,1,renovation_room,401
18_17,17,18,1,renovation_room,401
18_18,18,18,1,renovation_room,401
18_19,19,18,1,renovation_room,401
19_0,0,19,0,room,401
19_1,1,19,0,room,401
19_2,2,19,0,room,401
19_3,3,19,0,room,401
19_4,4,19,0,room,401
19_5,5,19,0,room,401
19_6,6,19,0,room,401
19_7,7,19,0,room,401
19_8,8,19,0,room,401
19_9,9,19,0,room,401
19_10,10,19,1,room,401
19_11,11,19,1,room,401
19_12,12,19,1,room,401
19_13,13,19,1,room,401
19_14,14,19,1,room,401
19_15,15,19,1,room,401
19_16,16,19,1,room,401
19_17,17,19,1,room,401
19_18,18,19,1,room,401
19_19,19,19,1,room,401
20_0,0,20,0,reception,319
20_1,1,20,0,reception,319
20_2,2,20,0,reception,319
20_3,3,20,0,reception,319
20_4,4,20,0,reception,319
20_5,5,20,0,reception,319
20_6,6,20,0,reception,319
20_7,7,20,0,reception,319
20_8,8,20,0,reception,319
20_9,9,20,0,reception,319
20_10,10,20,1,reception,319
20_12,12,20,1,reception,319
20_13,13,20,1,reception,319
20_14,14,20,1,reception,319
20_15,15,20,1,reception,319
20_16,16,20,1,reception,319
20_17,17,20,1,reception,319
20_18,18,20,1,reception,319
20_19,19,20,1,reception,319
20_20,20,20,2,reception,319
20_21,21,20,2,reception,319
20_22,22,20,2,reception,319
20_23,23,20,2,reception,319
20_24,24,20,2,reception,319
20_25,25,20,2,reception,319
20_26,26,20,2,reception,319
20_27,27,20,2,reception,319
20_28,28,20,2,reception,319
20_29,29,20,2,reception,319
21_0,0,21,0,pool,319
21_1,1,21,0,pool,319
21_2,2,21,0,pool,319
21_3,3,21,0,pool,319
21_4,4,21,0,pool,319
21_5,5,21,0,pool,319
21_6,6,21,0,pool,319
21_7,7,21,0,pool,319
21_8,8,21,0,pool,319
21_9,9,21,0,pool,319
21_10,10,21,1,pool,319
21_11,11,21,1,pool,319
21_12,12,21,1,pool,319
21_13,13,21,1,pool,319
21_14,14,21,1,pool,319
21_15,15,21,1,pool,319
21_16,16,21,1,pool,319
21_17,17,21,1,pool,319
21_18,18,21,1,pool,319
21_19,19,21,1,pool,319
22_0,0,22,0,renovation_room,319
22_1,1,22,0,renovation_room,319
22_2,2,22,0,renovation_room,319
22_3,3,22,0,renovation_room,319
22_4,4,22,0,renovation_room,319
22_5,5,22,0,renovation_room,319
22_6,6,22,0,renovation_room,319
22_7,7,22,0,renovation_room,319
22_8,8,22,0,renovation_room,319
22_9,9,22,0,renovation_room,319
22_10,10,22,1,renovation_room,319
22_11,11,22,1,renovation_room,319
22_12,12,22,1,renovation_room,319
22_13,13,22,1,renovation_room,319
22_14,14,22,1,renovation_room,319
22_15,15,22,1,renovation_room,319
22_16,16,22,1,renovation_room,319
22_17,17,22,1,renovation_room,319
22_18,18,22,1,renovation_room,319
22_19,19,22,1,renovation_room,319
23_0,0,23,0,restaurant,319
23_1,1,23,0,restaurant,319
23_2,2,23,0,restaurant,319
23_3,3,23,0,restaurant,319
23_4,4,23,0,restaurant,319
23_5,5,23,0,restaurant,319
23_6,6,23,0,restaurant,319
23_7,7,23,0,restaurant,319
23_8,8,23,0,restaurant,319
23_9,9,23,0,restaurant,319
23_10,10,23,1,restaurant,319
23_11,11,23,1,restaurant,319
23_12,12,23,1,restaurant,319
23_13,13,23,1,restaurant,319
23_14,14,23,1,restaurant,319
23_15,15,23,1,restaurant,319
23_16,16,23,1,restaurant,319
23_17,17,23,1,restaurant,319
23_18,18,23,1,restaurant,319
23_19,19,23,1,restaurant,319
23_20,20,23,2,restaurant,319
23_21,21,23,2,restaurant,319
23_22,22,23,2,restaurant,319
23_23,23,23,2,restaurant,319
23_24,24,23,2,restaurant,319
23_25,25,23,2,restaurant,319
23_26,26,23,2,restaurant,319
23_27,27,23,2,restaurant,319
23_28,28,23,2,restaurant,319
23_29,29,23,2,restaurant,319
24_0,0,24,0,room,319
24_1,1,24,0,room,319
24_2,2,24,0,room,319
24_3,3,24,0,room,319
24_4,4,24,0,room,319
24_5,5,24,0,room,319
24_7,7,24,0,room,319
24_8,8,24,0,room,319
24_9,9,24,0,room,319
24_10,10,24,1,room,319
24_11,11,24,1,room,319
24_12,12,24,1,room,319
24_13,13,24,1,room,319
24_14,14,24,1,room,319
24_15,15,24,1,room,319
24_16,16,24,1,room,319
24_17,17,24,1,room,319
24_18,18,24,1,room,319
24_19,19,24,1,room,319
25_0,0,25,0,facility,132
25_1,1,25,0,facility,132
25_2,2,25,0,facility,132
25_3,3,25,0,facility,132
25_4,4,25,0,facility,132
25_5,5,25,0,facility,132
25_6,6,25,0,facility,132
25_7,7,25,0,facility,132
25_8,8,25,0,facility,132
25_9,9,25,0,facility,132
25_10,10,25,1,facility,132
25_11,11,25,1,facility,132
25_12,12,25,1,facility,132
25_13,13,25,1,facility,132
25_14,14,25,1,facility,132
25_15,15,25,1,facility,132
25_16,16,25,1,facility,132
25_17,17,25,1,facility,132
25_18,18,25,1,facility,132
25_19,19,25,1,facility,132
26_0,0,26,0,reception,132
26_1,1,26,0,reception,132
26_2,2,26,0,reception,132
26_3,3,26,0,reception,132
26_4,4,26,0,reception,132
26_5,5,26,0,reception,132
26_6,6,26,0,reception,132
26_7,7,26,0,reception,132
26_8,8,26,0,reception,132
26_9,9,26,0,reception,132
26_10,10,26,1,reception,132
26_11,11,26,1,reception,132
26_12,12,26,1,reception,132
26_13,13,26,1,reception,132
26_14,14,26,1,reception,132
26_15,15,26,1,reception,132
26_16,16,26,1,reception,132
26_17,17,26,1,reception,132
26_18,18,26,1,reception,132
26_19,19,26,1,reception,132
27_0,0,27,0,pool,132
27_1,1,27,0,pool,132
27_2,2,27,0,pool,132
27_3,3,27,0,pool,132
27_4,4,27,0,pool,132
27_5,5,27,0,pool,132
27_6,6,27,0,pool,132
27_7,7,27,0,pool,132
27_8,8,27,0,pool,132
27_9,9,27,0,pool,132
27_10,10,27,1,pool,132
27_11,11,27,1,pool,132
27_12,12,27,1,pool,132
27_13,13,27,1,pool,132
27_14,14,27,1,pool,132
27_15,15,27,1,pool,132
27_16,16,27,1,pool,132
27_17,17,27,2,pool,132
27_18,18,27,2,pool,132
27_19,19,27,2,pool,132
27_20,20,27,2,pool,132
27_21,21,27,2,pool,132
27_22,22,27,2,pool,132
27_23,23,27,2,pool,132
27_24,24,27,2,pool,132
27_25,25,27,2,pool,132
27_26,26,27,2,pool,132
28_0,0,28,0,renovation_room,132
28_1,1,28,0,renovation_room,132
28_2,2,28,0,renovation_room,132
28_3,3,28,0,renovation_room,132
28_4,4,28,0,renovation_room,132
28_5,5,28,0,renovation_room,132
28_6,6,28,0,renovation_room,132
28_7,7,28,0,renovation_room,132
28_8,8,28,0,renovation_room,132
28_9,9,28,0,renovation_room,132
28_10,10,28,1,renovation_room,132
28_11,11,28,1,renovation_room,132
28_12,12,28,1,renovation_room,132
28_13,13,28,1,renovation_room,132
28_14,14,28,1,renovation_room,132
28_15,15,28,1,renovation_room,132
28_16,16,28,1,renovation_room,132
28_17,17,28,1,renovation_room,132
28_18,18,28,1,renovation_room,132
28_19,19,28,1,renovation_room,132
29_0,0,29,0,room,132
29_1,1,29,0,room,132
29_2,2,29,0,room,132
29_3,3,29,0,room,132
29_4,4,29,0,room,132
29_5,5,29,0,room,132
29_6,6,29,0,room,132
29_7,7,29,0,room,132
29_8,8,29,0,room,132
29_9,9,29,0,room,132
29_10,10,29,1,room,132
29_11,11,29,1,room,132
29_12,12,29,1,room,132
29_13,13,29,1,room,132
29_14,14,29,1,room,132
29_15,15,29,1,room,132
29_16,16,29,1,room,132
29_17,17,29,1,room,132
29_18,18,29,1,room,132
29_19,19,29,1,room,132
30_0,0,30,0,facility,129
30_1,1,30,0,facility,129
30_2,2,30,0,facility,129
30_3,3,30,0,facility,129
30_4,4,30,0,facility,129
30_5,5,30,0,facility,129
30_6,6,30,0,facility,129
30_7,7,30,0,facility,129
30_8,8,30,0,facility,129
30_9,9,30,0,facility,129
30_10,10,30,1,facility,129
30_11,11,30,1,facility,129
30_12,12,30,1,facility,129
30_13,13,30,1,facility,129
30_14,14,30,1,facility,129
30_15,15,30,1,facility,129
30_16,16,30,1,facility,129
30_17,17,30,1,facility,129
30_18,18,30,2,facility,129
30_19,19,30,2,facility,129
30_20,20,30,2,facility,129
30_21,21,30,2,facility,129
30_22,22,30,2,facility,129
30_23,23,30,2,facility,129
30_24,24,30,2,facility,129
30_26,26,30,2,facility,129
30_27,27,30,2,facility,129
31_0,0,31,0,pool,129
31_1,1,31,0,pool,129
31_2,2,31,0,pool,129
31_3,3,31,0,pool,129
31_4,4,31,0,pool,129
31_5,5,31,0,pool,129
31_6,6,31,0,pool,129
31_7,7,31,0,pool,129
31_8,8,31,0,pool,129
31_9,9,31,0,pool,129
31_10,10,31,1,pool,129
31_11,11,31,1,pool,129
31_12,12,31,1,pool,129
31_13,13,31,1,pool,129
31_14,14,31,2,pool,129
31_15,15,31,2,pool,129
31_16,16,31,2,pool,129
31_17,17,31,2,pool,129
31_18,18,31,2,pool,129
31_19,19,31,2,pool,129
31_20,20,31,2,pool,129
31_21,21,31,2,pool,129
31_22,22,31,2,pool,129
31_23,23,31,2,pool,129
31_24,24,31,3,pool,129
31_25,25,31,3,pool,129
31_26,26,31,3,pool,129
31_27,27,31,3,pool,129
31_29,29,31,3,pool,129
31_30,30,31,3,pool,129
31_31,31,31,3,pool,129
31_32,32,31,3,pool,129
31_33,33,31,3,pool,129
32_0,0,32,0,renovation_room,129
32_1,1,32,0,renovation_room,129
32_2,2,32,0,renovation_room,129
32_3,3,32,0,renovation_room,129
32_4,4,32,0,renovation_room,129
32_5,5,32,0,renovation_room,129
32_6,6,32,0,renovation_room,129
32_7,7,32,0,renovation_room,129
32_8,8,32,0,renovation_room,129
32_9,9,32,0,renovation_room,129
32_10,10,32,1,renovation_room,129
32_11,11,32,1,renovation_room,129
32_12,12,32,1,renovation_room,129
32_13,13,32,1,renovation_room,129
32_14,14,32,1,renovation_room,129
32_15,15,32,1,renovation_room,129
32_16,16,32,1,renovation_room,129
32_17,17,32,1,renovation_room,129
32_18,18,32,1,renovation_room,129
32_19,19,32,1,renovation_room,129
33_0,0,33,0,restaurant,129
33_1,1,33,0,restaurant,129
33_2,2,33,0,restaurant,129
33_3,3,33,0,restaurant,129
33_4,4,33,0,restaurant,129
33_5,5,33,0,restaurant,129
33_6,6,33,0,restaurant,129
33_7,7,33,0,restaurant,129
33_8,8,33,0,restaurant,129
33_9,9,33,0,restaurant,129
33_10,10,33,1,restaurant,129
33_11,11,33,1,restaurant,129
33_12,12,33,1,restaurant,129
33_13,13,33,1,restaurant,129
33_14,14,33,2,restaurant,129
33_15,15,33,2,restaurant,129
33_16,16,33,2,restaurant,129
33_17,17,33,2,restaurant,129
33_18,18,33,2,restaurant,129
33_19,19,33,3,restaurant,129
33_20,20,33,3,restaurant,129
33_21,21,33,3,restaurant,129
33_22,22,33,3,restaurant,129
33_23,23,33,3,restaurant,129
33_24,24,33,3,restaurant,129
33_25,25,33,3,restaurant,129
33_26,26,33,3,restaurant,129
33_27,27,33,3,restaurant,129
33_28,28,33,3,restaurant,129
34_0,0,34,0,room,129
34_1,1,34,0,room,129
34_2,2,34,0,room,129
34_3,3,34,0,room,129
34_4,4,34,0,room,129
34_5,5,34,0,room,129
34_6,6,34,0,room,129
34_7,7,34,0,room,129
34_8,8,34,0,room,129
34_9,9,34,0,room,129
34_10,10,34,1,room,129
34_11,11,34,1,room,129
34_12,12,34,1,room,129
34_13,13,34,1,room,129
34_14,14,34,2,room,129
34_15,15,34,2,room,129
34_16,16,34,2,room,129
34_17,17,34,2,room,129
34_18,18,34,2,room,129
34_19,19,34,2,room,129
34_20,20,34,2,room,129
34_21,21,34,2,room,129
34_22,22,34,2,room,129
34_23,23,34,2,room,129
34_24,24,34,3,room,129
34_25,25,34,3,room,129
34_26,26,34,3,room,129
34_27,27,34,3,room,129
34_28,28,34,3,room,129
34_29,29,34,3,room,129
34_30,30,34,3,room,129
34_31,31,34,3,room,129
34_32,32,34,3,room,129
34_33,33,34,3,room,129
34_34,34,34,4,room,129
34_35,35,34,4,room,129
34_36,36,34,4,room,129
34_37,37,34,4,room,129
34_38,38,34,4,room,129
34_39,39,34,4,room,129
34_40,40,34,4,room,129
34_41,41,34,4,room,129
34_42,42,34,4,room,129
34_43,43,34,4,room,129
35_0,0,35,0,facility,445
35_1,1,35,0,facility,445
35_2,2,35,0,facility,445
35_3,3,35,0,facility,445
35_4,4,35,0,facility,445
35_5,5,35,0,facility,445
35_6,6,35,0,facility,445
35_7,7,35,0,facility,445
35_8,8,35,0,facility,445
35_9,9,35,0,facility,445
35_10,10,35,1,facility,445
35_11,11,35,1,facility,445
35_12,12,35,1,facility,445
35_13,13,35,1,facility,445
35_14,14,35,1,facility,445
35_15,15,35,1,facility,445
35_16,16,35,1,facility,445
35_17,17,35,1,facility,445
35_18,18,35,1,facility,445
35_19,19,35,1,facility,445
36_0,0,36,0,pool,445
36_1,1,36,0,pool,445
36_2,2,36,0,pool,445
36_3,3,36,0,pool,445
36_4,4,36,0,pool,445
36_5,5,36,0,pool,445
36_6,6,36,0,pool,445
36_7,7,36,0,pool,445
36_8,8,36,0,pool,445
36_9,9,36,0,pool,445
36_10,10,36,1,pool,445
36_11,11,36,1,pool,445
36_12,12,36,1,pool,445
36_13,13,36,1,pool,445
36_14,14,36,1,pool,445
36_15,15,36,1,pool,445
36_16,16,36,1,pool,445
36_17,17,36,1,pool,445
36_18,18,36,1,pool,445
36_19,19,36,1,pool,445
37_0,0,37,0,renovation_room,445
37_1,1,37,0,renovation_room,445
37_2,2,37,0,renovation_room,445
37_3,3,37,0,renovation_room,445
37_4,4,37,0,renovation_room,445
37_5,5,37,0,renovation_room,445
37_6,6,37,0,renovation_room,445
37_7,7,37,0,renovation_room,445
37_8,8,37,0,renovation_room,445
37_9,9,37,0,renovation_room,445
37_10,10,37,1,renovation_room,445
37_11,11,37,1,renovation_room,445
37_12,12,37,1,renovation_room,445
37_13,13,37,1,renovation_room,445
37_14,14,37,1,renovation_room,445
37_15,15,37,1,renovation_room,445
37_16,16,37,1,renovation_room,445
